,Position,Track Name,Artist,Streams,URL,Date,Region
4240,41,Encantadora,Yandel,10536,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,2017-01-01,co
4241,42,Cake By The Ocean,DNCE,10517,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01,co
4242,43,Treat You Better,Shawn Mendes,10450,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,co
4243,44,Side To Side,Ariana Grande,10406,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,co
4244,45,Ruleta Rusa,Kevin Roldan,10361,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,2017-01-01,co
4245,46,Año Nuevo,Billo's Caracas Boys,10253,https://open.spotify.com/track/4AzFIcUwGz04Or4wGpSO3W,2017-01-01,co
4246,47,Te Busco (feat. Nicky Jam),Cosculluela,10236,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,2017-01-01,co
4247,48,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,10143,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,co
4248,49,This Is What You Came For,Calvin Harris,9939,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,co
4249,50,Bajo el agua,Manuel Medrano,9792,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,2017-01-01,co
4250,51,Heathens,Twenty One Pilots,9714,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,co
4251,52,I Feel It Coming,The Weeknd,9518,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,co
4252,53,Tabaco y Ron,Rodolfo Aicardi,9341,https://open.spotify.com/track/6xVQAgxCjmn7cRnOpK0AgP,2017-01-01,co
4253,54,Borro Cassette,Maluma,9319,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,2017-01-01,co
4254,55,Hasta el Amanecer,Nicky Jam,8736,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,2017-01-01,co
4255,56,The Greatest,Sia,8549,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01,co
4256,57,En Barranquilla Me Quedo,Joe Arroyo,8270,https://open.spotify.com/track/3WXfQDsASfXrSojk9WB3aR,2017-01-01,co
4257,58,"Oiga, Mira, Vea",Guayacán Orquesta,8243,https://open.spotify.com/track/5HJyn7mTQq7OtmpldocdZC,2017-01-01,co
4258,59,Maldita Traicion,Alzate,8043,https://open.spotify.com/track/1vBkb5uekLodTDjvHWwnm4,2017-01-01,co
4259,60,Fuego,Juanes,7861,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,2017-01-01,co
4260,61,El Preso,Fruko Y Sus Tesos,7743,https://open.spotify.com/track/69LfSVCs3xfpwLiS6c0q4E,2017-01-01,co
4261,62,Vivir Mi Vida,Marc Anthony,7492,https://open.spotify.com/track/3QHMxEOAGD51PDlbFPHLyJ,2017-01-01,co
4262,63,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,7456,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,co
4263,64,Ya No Me Duele Más - Remix,Silvestre Dangond,7370,https://open.spotify.com/track/4CTjql34LKCJy5WOSgEhvA,2017-01-01,co
4264,65,Los Sabanales,Los Corraleros De Majagual,6945,https://open.spotify.com/track/62glOXkJekmvVxnrOqvMBu,2017-01-01,co
4265,66,Gyal You A Party Animal - Remix,Charly Black,6865,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,2017-01-01,co
4266,67,Las Caleñas Son Como las Flores,The Latin Brothers,6839,https://open.spotify.com/track/5Ru99vS2BaLyBCH1PXFiJo,2017-01-01,co
4267,68,La Noche,Joe Arroyo,6762,https://open.spotify.com/track/3LyUuxJWLLGxSzel2aDR4W,2017-01-01,co
4268,69,Adonay,Rodolfo Aicardi,6733,https://open.spotify.com/track/4Nz9iJeVBUdrrkRfBYZ5tg,2017-01-01,co
4269,70,Flor Pálida,Marc Anthony,6694,https://open.spotify.com/track/47TyfLrGhYHHyyQWk64d0M,2017-01-01,co
4270,71,Cali Pachanguero,Grupo Niche,6616,https://open.spotify.com/track/3SXWtn3YbXOuz6s9LN8LeJ,2017-01-01,co
4271,72,La rebelion,Joe Arroyo,6606,https://open.spotify.com/track/00Ro1lnV3V6i87aY4t8Q43,2017-01-01,co
4272,73,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,6553,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,2017-01-01,co
4273,74,Víspera de Año Nuevo,Guillermo Buitrago,6510,https://open.spotify.com/track/58KGLc440neSNK458TWwYu,2017-01-01,co
4274,75,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6472,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-01-01,co
4275,76,Ride,Twenty One Pilots,6439,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01,co
4276,77,Manicomio,Cosculluela,6305,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,2017-01-01,co
4277,78,Bailando - Spanish Version,Enrique Iglesias,6263,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,2017-01-01,co
4278,79,Amaneciendo,Adolfo Echeverria,6239,https://open.spotify.com/track/3NM1EGjGKlYxsEBqkcQtNf,2017-01-01,co
4279,80,Work,Rihanna,6233,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01,co
4280,81,Dame Tu Mujer José,Guillermo Buitrago,6154,https://open.spotify.com/track/67GQ9cJCQbTEYG5jCWQWnd,2017-01-01,co
4281,82,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,6132,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01,co
4282,83,Ya Me Cansé,Alzate,6132,https://open.spotify.com/track/4k2FA4wQYFqGWDNHVHW9M1,2017-01-01,co
4283,84,Ni Que Fueras la Mas Buena,Alzate,6085,https://open.spotify.com/track/3rbeV5mt1vaQP0p7Ts1E17,2017-01-01,co
4284,85,Tú Eres La Reina,Diomedes Diaz,5940,https://open.spotify.com/track/15Q3jbXrqgd9DqW8I4iKl4,2017-01-01,co
4285,86,Ginza,J Balvin,5919,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,2017-01-01,co
4286,87,Boquita de Caramelo,Rodolfo Aicardi,5835,https://open.spotify.com/track/0YYjPIc0KphxsSyiTAVis7,2017-01-01,co
4287,88,El Hijo Ausente,Pastor Lopez,5658,https://open.spotify.com/track/5vVMRQKYVfkPlpPMDE0kZH,2017-01-01,co
4288,89,Cariñito,Rodolfo Aicardi,5636,https://open.spotify.com/track/5HbSmiX5WwNelvPu7I8wXB,2017-01-01,co
4289,90,Niégame Tres Veces,Silvestre Dangond,5623,https://open.spotify.com/track/4mGRIaDuszXYCTGZfLjjpA,2017-01-01,co
4290,91,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5620,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01,co
4291,92,Te Mando Flores,Fonseca,5599,https://open.spotify.com/track/6OpHDI8lRiqHLqmUIYUxVr,2017-01-01,co
4292,93,Love Yourself,Justin Bieber,5585,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,co
4293,94,Nota de Amor,Wisin,5532,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,2017-01-01,co
4294,95,Lloraras,Billo's Caracas Boys,5386,https://open.spotify.com/track/06sGPlylSN84nEQK23fZhQ,2017-01-01,co
4295,96,El Ausente,Pastor Lopez,5380,https://open.spotify.com/track/2yFGylyE6vbZQKXVZcvWFj,2017-01-01,co
4296,97,La Cinta Verde,Los Teen Agers,5308,https://open.spotify.com/track/0FH1yuJsbPxSvclAOlMfgU,2017-01-01,co
4297,98,Te Vas,Ozuna,5303,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,2017-01-01,co
4298,99,Traicionera,Pastor Lopez,5282,https://open.spotify.com/track/0VSh4VRN0NyPNRANkgtRKX,2017-01-01,co
4299,100,Traicionera - Remix,Sebastian Yatra,5273,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,2017-01-01,co
4300,1,Closer,The Chainsmokers,30142,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,sg
4301,2,Say You Won't Let Go,James Arthur,26576,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,sg
4302,3,Starboy,The Weeknd,25366,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,sg
4303,4,Let Me Love You,DJ Snake,23237,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,sg
4304,5,Don't Wanna Know,Maroon 5,20348,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,sg
4305,6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,20158,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,sg
4306,7,All We Know,The Chainsmokers,20054,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,sg
4307,8,Bad Things (with Camila Cabello),Machine Gun Kelly,19205,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01,sg
4308,9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,19196,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,sg
4309,10,24K Magic,Bruno Mars,17090,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,sg
4310,11,Cold Water (feat. Justin Bieber & MØ),Major Lazer,17048,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,sg
4311,12,Starving,Hailee Steinfeld,16662,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01,sg
4312,13,Just Hold On,Steve Aoki,15991,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,sg
4313,14,In the Name of Love,Martin Garrix,15809,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,sg
4314,15,Treat You Better,Shawn Mendes,15728,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,sg
4315,16,"How Far I'll Go - From ""Moana""",Alessia Cara,15557,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01,sg
4316,17,All Night,The Vamps,15101,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-01,sg
4317,18,Call On Me - Ryan Riback Extended Remix,Starley,14905,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,sg
4318,19,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,14682,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,sg
4319,20,Don't Let Me Down,The Chainsmokers,14610,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,sg
4320,21,Faded,Alan Walker,14507,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,sg
4321,22,I Feel It Coming,The Weeknd,14255,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,sg
4322,23,By Your Side,Jonas Blue,13538,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-01,sg
4323,24,Side To Side,Ariana Grande,13279,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,sg
4324,25,Mercy,Shawn Mendes,12930,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01,sg
4325,26,One Dance,Drake,12798,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,sg
4326,27,Alone,Alan Walker,12681,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,sg
4327,28,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,12211,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01,sg
4328,29,Scars To Your Beautiful,Alessia Cara,11977,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01,sg
4329,30,Versace On The Floor,Bruno Mars,11684,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01,sg
4330,31,This Is What You Came For,Calvin Harris,11673,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2017-01-01,sg
4331,32,Cheap Thrills,Sia,11550,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,sg
4332,33,Fake Love,Drake,11432,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,sg
4333,34,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,11031,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,sg
4334,35,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,10824,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS,2017-01-01,sg
4335,36,The Ocean,Mike Perry,10773,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-01,sg
4336,37,Stay With Me,Chanyeol,10687,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-01,sg
4337,38,Love Me Now,John Legend,10677,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-01,sg
4338,39,Perfect Strangers,Jonas Blue,10409,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-01-01,sg
4339,40,Photograph,Ed Sheeran,10122,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-01,sg
4340,41,Setting Fires,The Chainsmokers,10036,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-01,sg
4341,42,Heathens,Twenty One Pilots,9909,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,sg
4342,43,Black Beatles,Rae Sremmurd,9830,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,sg
4343,44,FXXK IT,BIGBANG,9632,https://open.spotify.com/track/0YVsrgp4OOUhFuYMAVQazV,2017-01-01,sg
4344,45,不為誰而作的歌,JJ Lin,9220,https://open.spotify.com/track/0VqSdtXseb9khdZrnYVyM1,2017-01-01,sg
4345,46,The Mack,Nevada,8803,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01,sg
4346,47,Love Yourself,Justin Bieber,8592,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,2017-01-01,sg
4347,48,I Would Like,Zara Larsson,8386,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,sg
4348,49,告白氣球,Jay Chou,8323,https://open.spotify.com/track/1ivCIgrYZyE0BvItL4Z8lk,2017-01-01,sg
4349,50,Work from Home,Fifth Harmony,7848,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01,sg
4350,51,Shed a Light,Robin Schulz,7528,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01,sg
4351,52,Cake By The Ocean,DNCE,7466,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01,sg
4352,53,"i hate u, i love u (feat. olivia o'brien)",gnash,7358,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2017-01-01,sg
4353,54,Hear Me Now,Alok,7355,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01,sg
4354,55,Roses,The Chainsmokers,6828,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,2017-01-01,sg
4355,56,PLAYING WITH FIRE,BLACKPINK,6767,https://open.spotify.com/track/5ANbXf5qR48a4jfFnSq80w,2017-01-01,sg
4356,57,LAST DANCE,BIGBANG,6742,https://open.spotify.com/track/7dhr1r6OWHxrpvrdHxfe1n,2017-01-01,sg
4357,58,Capsize,FRENSHIP,6714,https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,2017-01-01,sg
4358,59,All Time Low,Jon Bellion,6559,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2017-01-01,sg
4359,60,Blood Sweat & Tears,BTS,6518,https://open.spotify.com/track/0oSNOJEcBIKNcQzRc5TfyR,2017-01-01,sg
4360,61,Middle,DJ Snake,6479,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,2017-01-01,sg
4361,62,Sorry,Justin Bieber,6429,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,2017-01-01,sg
4362,63,Into You,Ariana Grande,6358,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-01,sg
4363,64,Lot to Learn,Luke Christopher,6226,https://open.spotify.com/track/2HzfRSfCogBSsgW2CckVA2,2017-01-01,sg
4364,65,My Way,Calvin Harris,6144,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,sg
4365,66,Sunset Lover,Petit Biscuit,6109,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2017-01-01,sg
4366,67,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,6101,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu,2017-01-01,sg
4367,68,7 Years,Lukas Graham,6073,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-01,sg
4368,69,Hymn For The Weekend - Seeb Remix,Coldplay,5978,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,sg
4369,70,Now and Later,Sage The Gemini,5960,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-01,sg
4370,71,Wake Up Where You Are,State of Sound,5869,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,2017-01-01,sg
4371,72,可惜沒如果,JJ Lin,5826,https://open.spotify.com/track/6WoQzK5Exbfcmow1AoNRkl,2017-01-01,sg
4372,73,One Call Away,Charlie Puth,5808,https://open.spotify.com/track/6vSforRhuzsA0D0SO9fG1S,2017-01-01,sg
4373,74,演员,Joker Xue,5718,https://open.spotify.com/track/34mRQFXVDXFdZz3pqddU7x,2017-01-01,sg
4374,75,Weak,AJR,5524,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-01-01,sg
4375,76,Secret Love Song,Little Mix,5408,https://open.spotify.com/track/4JIo8RztBbELr2gWJ5OGK6,2017-01-01,sg
4376,77,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,5399,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-01,sg
4377,78,Chantaje,Shakira,5398,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,sg
4378,79,Lighthouse - Andrelli Remix,Hearts & Colors,5367,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-01,sg
4379,80,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5250,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01,sg
4380,81,Fast Car,Jonas Blue,5248,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,2017-01-01,sg
4381,82,Ride,Twenty One Pilots,5224,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2017-01-01,sg
4382,83,Stitches,Shawn Mendes,5090,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,2017-01-01,sg
4383,84,The Greatest,Sia,5079,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,2017-01-01,sg
4384,85,Shout Out to My Ex,Little Mix,5074,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g,2017-01-01,sg
4385,86,Toothbrush,DNCE,5052,https://open.spotify.com/track/0CNjoQozZP0mB9rKVdrKGx,2017-01-01,sg
4386,87,I Got You,Bebe Rexha,5036,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2017-01-01,sg
4387,88,Alone,Marshmello,4930,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,2017-01-01,sg
4388,89,不該,Jay Chou,4865,https://open.spotify.com/track/7LyCtbxher5m97MImn5M3l,2017-01-01,sg
4389,90,Light,San Holo,4855,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,2017-01-01,sg
4390,91,Hymn For The Weekend,Coldplay,4820,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-01,sg
4391,92,Please Don't Go,Joel Adams,4814,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy,2017-01-01,sg
4392,93,Water Under the Bridge,Adele,4812,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2017-01-01,sg
4393,94,Final Song,MØ,4792,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2017-01-01,sg
4394,95,Make Me (Cry),Noah Cyrus,4764,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01,sg
4395,96,YOUTH,Troye Sivan,4732,https://open.spotify.com/track/1cOyWWUr3oXJIxY0AjJEx9,2017-01-01,sg
4396,97,PILLOWTALK,ZAYN,4666,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,2017-01-01,sg
4397,98,Solo Dance,Martin Jensen,4652,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01,sg
4398,99,Send My Love (To Your New Lover),Adele,4585,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-01,sg
4399,100,WHISTLE,BLACKPINK,4584,https://open.spotify.com/track/3hfN1wQSiLPa6b1RX5Kfbj,2017-01-01,sg
4400,1,Closer,The Chainsmokers,45330,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,id
4401,2,Say You Won't Let Go,James Arthur,40815,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,id
4402,3,All We Know,The Chainsmokers,39557,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,id
4403,4,Let Me Love You,DJ Snake,35205,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,id
4404,5,Don't Wanna Know,Maroon 5,34084,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,id
4405,6,Starving,Hailee Steinfeld,30847,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-01,id
4406,7,Starboy,The Weeknd,30457,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,id
4407,8,Bad Things (with Camila Cabello),Machine Gun Kelly,29412,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01,id
4408,9,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,28572,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,id
4409,10,Alone,Marshmello,28562,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,2017-01-01,id
4410,11,Alone,Alan Walker,28228,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,id
4411,12,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,27936,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,id
4412,13,24K Magic,Bruno Mars,26366,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,id
4413,14,Side To Side,Ariana Grande,26256,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,id
4414,15,In the Name of Love,Martin Garrix,25424,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,id
4415,16,Cold Water (feat. Justin Bieber & MØ),Major Lazer,25256,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,id
4416,17,By Your Side,Jonas Blue,24254,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-01,id
4417,18,Versace On The Floor,Bruno Mars,23508,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,2017-01-01,id
4418,19,All Night,The Vamps,23116,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-01,id
4419,20,Just Hold On,Steve Aoki,22135,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,id
4420,21,Perfect Strangers,Jonas Blue,20697,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-01-01,id
4421,22,I Feel It Coming,The Weeknd,20543,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,id
4422,23,"How Far I'll Go - From ""Moana""",Alessia Cara,20541,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2017-01-01,id
4423,24,Treat You Better,Shawn Mendes,20037,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,id
4424,25,Don't Let Me Down,The Chainsmokers,18861,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,id
4425,26,Call On Me - Ryan Riback Extended Remix,Starley,18164,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,id
4426,27,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,18138,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,id
4427,28,Dia - Hits Single,Anji,17760,https://open.spotify.com/track/2ok6IGh97S4eIRse9K2sjg,2017-01-01,id
4428,29,Till It Hurts,Yellow Claw,17336,https://open.spotify.com/track/6hJSH3jS9jG6khVclppBJw,2017-01-01,id
4429,30,Mercy,Shawn Mendes,17043,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01,id
4430,31,Faded,Alan Walker,16339,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,id
4431,32,Setting Fires,The Chainsmokers,16111,https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,2017-01-01,id
4432,33,Penantian Berharga,Rizky Febian,15634,https://open.spotify.com/track/1n6l1bcpVPXbKd8FhrwxT3,2017-01-01,id
4433,34,Scars To Your Beautiful,Alessia Cara,15158,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01,id
4434,35,Heathens,Twenty One Pilots,14890,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,id
4435,36,Fake Love,Drake,14855,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,id
4436,37,My Way,Calvin Harris,14305,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,id
4437,38,Cheap Thrills,Sia,14194,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,id
4438,39,I Would Like,Zara Larsson,14114,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,id
4439,40,The Ocean,Mike Perry,13835,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,2017-01-01,id
4440,41,Pelangi,Hivi!,13622,https://open.spotify.com/track/38CdjYpFJHMzZ2Pyh5IvRP,2017-01-01,id
